flipper_length_standardized,bill_length_standardized
-0.18977311412979436,-0.6413608234665981
-1.328411798908556,-1.1449171404371432
-0.921755125773284,-1.5179218196745838
-0.921755125773284,-1.1076166725133987
-1.4097431335356103,-0.8465133970471906
-0.6777611218921208,-0.6413608234665981
-0.27110444875684875,-1.2381683102465035
-0.4337671180109576,-0.9024640989328075
1.1928595745301305,0.7201062557500594
1.3555222437842391,0.6455053199025715
1.3555222437842391,0.9625592972543953
1.7621789169195112,0.440352746321979
1.111528239903076,1.2050123387587324
0.7862029013948584,0.12329876897015402
-0.27110444875684875,0.6268550859406993
-0.27110444875684875,0.757406723673804
-0.10844177950273998,1.7831695915767656
-0.7590924565191751,0.776056957635675
